Card ID,Name,Alternate Name,Render Type,Game,Cycle,Card Size,Found In,Tech Type,Tech Sub-Type,Flavor (Project),Requirements,Leads To,Cycle-locked?,Flavor (Tech),Central Icon,Abilities,FAQ,Errata
BA1034,Up-stream Navigation,,Technology,Odyssey,Cycle II,Standard,,Structural,,"Argo's aeolipile engines are running on a fraction of their maximum power, or so the engineers claim. Let's put it to the test",Canal Reconnaissance,"Sluice Gate System Integration, Wartime Protocols, Ambrosia Spill Solution",TRUE,"Argo cannot take a continued strain on its engines. But in short bursts, it can be tactically advantageous",Upstream,Turbo-charged Engine: Gain +1 @ArgoFate to move through a @Lock waterway with the Up-stream symbol.; Gain +1 @ArgoFate during the Movement Step to test (8+).<<NL>>*Success:* Ignore Blockades and Ambrosia Sludge,,
BA1035,Sluice Gate System Integration,,Technology,Odyssey,Cycle II,Standard,,Structural,,"There is a Second Cataract up north. If we integrate the Ignition system into the Argo, we won't even need to take a gate fortress","Up-stream Navigation, Story 3A",—,TRUE,An onboard machina breaks the gate's cypher and sends a counterfeit signal,SecondCataract,"Sluice Remote Ignition: Immediate. Gain the [Second Cataract Fortification Line|BC1177] Clue card (Secret deck 5, card 39). Permanent. You can move through @Lock waterways with the Second Cataract symbol",,
BA1036,Argo Security,,Technology,Odyssey,Cycle II,Standard,,Structural,,"There are many people coming onboard the Argo nowadays, too many to count. We need to tighten security",Grand Agora,"Counterintelligence, War Recruitment",TRUE,You can recognize the Guard Mora soldiers by the red stripes on their uniforms,,Guard Mora: Save. Gain +1 @ArgoFate when you are about to lsoe @Crew during the Voyage or Adventure Phase to test Diplomacy (7+).<<NL>>*Success:* Lower this @Crew loss by 1 (to a minimum of 0),,
BA1037,War Recruitment,,Technology,Odyssey,Cycle II,Standard,,Structural,,Many among our Allies' ranks wish to serve on the Argo. It's time we let them,"Argo Security, Dipomacy (any Faction) 7+","War Propylon, Trauma Growth",TRUE,Many volunteers flock to our cause,,Call to Arms: City Negotation. Gain +1 @ArgoFate to gain +1 @Crew,,
BA1038,War Propylon,,Technology,Odyssey,Cycle II,Standard,,Structural,,The original Propylon wasn't built to handle war operations,War Recruitment,"Wartime Protocols, Argo Maintenance",FALSE,It's comforting to know the Argo has your back,,Argo Support III: Permanent. Argo Ability (AA) Limit: 4,,
BA1039,Wartime Protocols,,Technology,Odyssey,Cycle II,Standard,,Structural,,"The Argo wasn't built as a warship, but it needs to become one","Up-stream Navigation, War Propylon",—,FALSE,"You promise yourselves, you will dismantle most of this Ares-cursed equipment once the war is over",,"Spartan Retrofitting: Immediate. Gain +1 @Crew and +1 @Hull. Permanent. Crew Limit: 9, Hull Limit: 6",,
BA1040,Argo Maintenance,,Technology,Odyssey,Cycle II,Standard,,Structural,,"As Alkibiades and his crews learn the ins and outs of the Argo, more on the fly repairs become a possibility - provided you have access to a shipyard",War Propylon,—,TRUE,"There is a lot of shared concepts between the Symmachy's vessels designs and the Argo. Though the latter seems aeons ahead, technologically",,General Repairs: City Negotation. Gain +2 @ArgoFate to gain +1 @Hull,,
BA1041,Titan Breeding,,Technology,Odyssey,Cycle II,Standard,,Structural,,The anitkratos philosophers are ready to expand their Titan work,Titan Stoa,Grand Stoa,,Your time on Crete has left you with a purpose - and new Titans to help you along the way,,"Cretan Strains Breeding: Lose 1 Dreamwalker Titan to note a Mazerunner, Earthshaker,_ or _Logicbreaker_ Event on the Timeline, 10 days from now. When you resolve this event, gain one Titan of the corresponding class. You cannot use this ability again until you resolve the event.; Accelerated Cretan Breeding: You may gain +1 @ArgoFate to use Cretan Strains Breeding with Cooldown: 12 days. If you do, write the chosen Breeding event 5 days from now instead",,
BA1042,Grand Stoa,,Technology,Odyssey,Cycle II,Standard,,Structural,,A new home for your Titans,Titan Breeding,Titan Training,FALSE,"As the Stoa expands, you are able to sustain a growing herd of Titans",,"Titan Stoa Capacity III: Permanent. Titan Limit: 20.; Dreamwalker Breeding: Note the _Dreamwalker_ Event on the Timeline, 9 days from now. When you resolve this event, gain 1 Dreamwalker Titan. You cannot use this ability again until you resolve this event",,
BA1043,Titan Training,,Technology,Odyssey,Cycle II,Standard,,Structural,,Titans are natural warriors. But what if you trained them?,Grand Stoa,—,FALSE,,,"Titan Gymnasion: Immediate. Form the Gymnasion deck: Find all Cycle I and Cycle II Pattern cards and all Pattern cards that you gained in Cycle III (except the ones currently assigned to Titans).; Gain +1 @ArgoFate to note a _Titan's name (Training)_ Event on the Timeline, 7 days from now. When you resolve this event, that Titan may gain one of the Pattern (Training) or Pattern (Conditioning) cards from the Gymnasion deck. You cannot use this ability again until you resolve this event",,
BA1044,Old Transportation System,,Technology,Odyssey,Cycle II,Standard,Secret Deck 04,Structural,,The Helots tell of old roads for ships. It's worth investigating,—,—,TRUE,"The diolkos network, though ancient, is still usable. Such is the legacy of Leleges stonework",,Diolkos Access: Gain +1 @ArgoFate to travel through a @Lock waterway with the Diolkos symbol. Cannot be used during Story 3A,,
BA1045,Counterintelligence,,Technology,Odyssey,Cycle II,Standard,,Structural,,The Argo has been infiltrated by spies and saboteurs. It's time to weed them out,"Refugee Relief Effort, Spartan Investigations, Argo Security",Trauma Growth,TRUE,Krypteia has found its match,,"Argo Investigators: Immediate. Remove a random Sabotage card from the Exploration deck. Permanent. For the purpose of Sabotage card effects, treat your @Refugees value as 1 lower",,
BA1046,Trauma Growth,,Technology,Odyssey,Cycle II,Standard,,Structural,,The Nietzschean's propensity for cruelty has left your Titans crippled. That was his mistake,"Counterintelligence, War Recruitment",—,FALSE,"Trauma is nothing to strive for, but when it happens, it is a chance for a rebirth",,"Rehabilitation: Choose a crippled Titan. Note a _Titan's name (Rehabilitation)_ event on the Timeline, 7 days from now. When you resolve this event, the chosen Titan stops being crippled. You cannot use this ability again until you resolve this event. ; Counseling: Lose -1 Priest. Chosen Argonaut loses the Consumed by Rage Affliction",,
BA1047,Ambrosia Spill Solution,,Technology,Odyssey,Cycle II,Standard,,Structural,,The Argo Works are certain they can use the technology of the Aeolipilean Engineroom to combat ambrosia,Up-stream Navigation,—,TRUE,"The liquifier breaks the bonds of the ambrosia mass, making it easier to navigate or harvest",,Ambrosia Liquifier: Gain +1 @ArgoFate when you draw the [Ambrosia Spill|BB1251] or [Black Sludge|BB1250] Exploration card to discard it without resolving its effect and gain 3 Violent Ambrosia resources,,
CA1568,First Tome,Last Academy,Technology,Odyssey,Cycle III,Tarot,Secret Deck 09,Structural,Core,You have clung to the Last Tome as the last vestige of a dying civiliization. But you had it all wrong. It all starts here. It's not the Last Tome. It's the First,—,—,FALSE,"Should we call it the First Academy then? No, let it confuse our adversaries",,"Forgotten Knowledge: Reference. When you start a new Cycle II campaign, tak eall of the Combat and Structural Technology cards you have researched and remove all that have the 'Cycle I only' tag. You won't need those in Cycle II. Note that you will also have a very limited use of Cycle I Production Facilities, so you may remove these cards too. Permanent. Crew Limit: 9, Hull Limit: 6. (You cannot gain @Crew or @hull if they would exceed this limit.)",,
CA1569,Argo's Destiny,Bridge Tholos,Technology,Odyssey,Cycle III,Tarot,Secret Deck 09,Structural,Core,"The Nietzschean War is over and the Argo sets course for Delphi, the last open wound of the Eschaton",—,—,TRUE,From here the Argonauts defy their fate and steer the mighty Argo towards a brighter future,,Visiting Traders: Trading,,
CA1596,Abyss Expedition,Abyss Pharos,Technology,Odyssey,Cycle III,Tarot,Secret Deck 09,Structural,Core,"Not much was left of the Nietzschean, a puddle of boiling ambrosia. It bubbled and churned and was deemed to dangerous to leave in Sparta. So you to took it with you, to safeguard and study",—,—,TRUE,"This is a dangerous place, it's easy to get swallowed by the enormity and totality of the Nietzschean's echo, but also of raw power. You will harness it for good",,"Abyss Pharos: The Exploration deck has several cards showing your efforts to tame the power of the pool. These cards award you with Nietzschean Primordial resources.<<NL>>If you are on Story 2A or further, during Advancement Steop you may trade these resources for Hyperborean Alloy (any number of times):<<NL>>1 Living Abyss <<>> 1 Hyperborean Alloy<<NL>>1 Skin of Malice <<>> 1 Hyperborean Alloy",,
CA1607,Argo Works III,Grand Agora,Technology,Odyssey,Cycle III,Tarot,Secret Deck 09,Structural,Core,"Alkibiades Argo Works is the living, beating heart of the ship. This is where dreams become reality",—,"Delphian Investigations, Ultimate Trading Solutions",TRUE,"To stand a chance against the Primordials, the smiths and priests of the Argo work tirelessly on new types of gear and new engineering solutions",,"Pitiless Power: Reference. When instructed to apply Ascendency rules, all Gear cards with a Power Level lower than III (and without the Ascended keyword) incur the following penalties for the remainder of the Cycle:<<NL>>(Weapons only) When you attack with this weapon, you cannot use any tokens from the Kratos Pool or place any tokens in the Kratos Pool.<<NL>>You do not benefit from {Power Re-roll X}.<<NL>>Increase all @Fate cost on the card by 2.<<NL>>(Armor and Shield only) -1 @Potential on Armor Roll<<NL>>-1 Evasion re-roll @EvasionReroll (to a minimum of 0)<<NL>>-1 Evasion bonus @Evasion (to a minimum of 0)",,
CA1608,Titanoaristia,Titan Stoa,Technology,Odyssey,Cycle III,Tarot,Secret Deck 09,Structural,Core,The Titans have come through for us in Sparta. We need to acknowledge they're more than just animals,—,Advanced Titan Breeding,FALSE,"When the Antikratos Protocols are loosened, the Titans begin to exhibit a wide array of emotions",,"Titanoaristia: Immediate. Resolve _Inwards Odyssey 40: Song of Life_ Adventure (if you haven't already). Reference. Each time a Titan dies in Battle, other Titans may gain +1 @Rage. In addition, when a Titan survives an Obol Draw, they may gain +1 @Rage (as noted on the new _You Live!_ Obol cards.; Titanomorphosis: Reference. Unliked Fused Titans, Titans created through Titan Breeding don't require a Primordial Core, unless it is specifically stated.; Titan Stoa Capacity III: Permanent. Titan Limit: 20",,
CA1609,Surviving The Loop,,Technology,Odyssey,Cycle III,Standard,Secret Deck 07,Structural,,"When the loop resets, everyhing resets. Except the Argo",—,"Time Solutions, Argo Timeline Security, Trespass Protocol",TRUE,,,"Ariadne's Time Anchor: During the Exploration Step, if the Argo is on a Map tile with a @Lighthouse symbol, you may move Ariadne's Anchor token to that Map tile",,
CA1610,Chronosail,,Technology,Odyssey,Cycle III,Standard,,Structural,,"With a sufficiently powerful chronosail, we might be able to force the loop to quicken","Advanced Time Solutions, Story 3A",—,TRUE,Passage of time in Delphi is inexplicably tied to the Sun,,Change Course: Gain +1 @ArgoFate to immediately resolve the Loop effect,,
CA1611,Trespass Protocol,,Technology,Odyssey,Cycle III,Standard,,Structural,,We need to gain access to the Past,"Surviving The Loop, 20+ explored tiles in the Present","Time Wounds, Icebreaker Protocol",TRUE,A breaker capable of punching through the fabric of spacetime,,Permanent. You can move through @Lock waterways with the @PastPortal symbol,,
CA1612,Icebreaker Protocol,,Technology,Odyssey,Cycle III,Standard,,Structural,,We need to be able to traverse the Future,"Trespass Protocol, 20+ explored tiles in the Past",Extinction Protocols,TRUE,A reinforced breaker that will take you to the very end of time,,Permanent. You can move through @Lock waterways with the @FuturePortal symbol,,
CA1613,Time Wounds,,Technology,Odyssey,Cycle III,Standard,,Structural,,"These erratic portals lead through space, not time",Trespass Protocol,Sun Shielding,TRUE,An engine capable of punching through a Time Wound,,Timeline Access: Gain +1 ArgoFate to travel through a @Lock waterway with the @TimeWound symbol,,
CA1614,Time Solutions,,Technology,Odyssey,Cycle III,Standard,,Structural,,"If the icebergs contain frozen time, we may be able to extract it",Surviving The Loop,Temporal Aegis,TRUE,Time is malleable..,,Reaping Time: Permanent. You can gain Frozen Time.<<NL>>*Time Silo:* 3 (You cannot gain Frozen Time if it would exceed your Time Silo limit).; Extend the Loop: Lose -1 Frozen Time to extend your current Loop by 1,,
CA1615,Advanced Time Solutions,,Technology,Odyssey,Cycle III,Standard,,Structural,,With proper callibrations we may steal some time from the next loop,Temporal Aegis,Chronosail,TRUE,...and transferable,,Grand Theft Time: Gain +2 @ArgoFate or gain +1 @Paradox to extend your current Loop by 1.; *Time Silo:* 5,,
CA1616,Temporal Aegis,,Technology,Odyssey,Cycle III,Standard,,Structural,,"As we travel loop after loop, paradoxes start to accrue. We need to eliminate them as they come",Time Solutions,"Advanced Time Solutions, Moirai Operation, Extinction Contingency",TRUE,Stand against the tyranny of the Sun,,Paradox Shield: Save. Gain +1 @ArgoFate when you are about to gain @Paradox during the Voyage or Adventure Phase to test Diplomacy (7+).<<NL>>*Success:* Lower this @Paradox gain by 1 (to a minimum of 0).; Realign Timeline: City Negotation. Gain +1 @ArgoFate to lose -1 @Paradox,,
CA1617,Stasis Theory,,Technology,Odyssey,Cycle III,Standard,,Structural,,We may be able to completely freeze sections of the Argo in time,Extinction Contingency,—,TRUE,Save them later,,"Stasis: Gain +1 @ArgoFate to stop any loss or gain of @Crew, @Hull, Titan, Frozen Time, or @Paradox. This loss or gain is then *in stasis*. Note this on your Argo Sheet. During each following Timeline Step you must gain +1 @ArgoFate to sustain the stasis or immediately resolve the noted gain or loss",,
CA1618,Moirai Operation,,Technology,Odyssey,Cycle III,Standard,,Structural,,It is time to challenge the Fates themselves,"Temporal Aegis, Intelligence Gathering",—,TRUE,The Moirai will not stop us,,Oracle Resistance: City Negotation. Lose -1 Titan or -1 Priest to test Diplomacy (7+).<<NL>>*Success:* Lose -3 @ArgoFate,,
CA1619,Extinction Contingency,,Technology,Odyssey,Cycle III,Standard,,Structural,,"We may be able to change reality, but the cost will be terrible",Temporal Aegis,Stasis Theory,TRUE,Here's to you,,Timeline Skip: Lose -1 @Crew or -1 @Hull to lose -2 @ArgoFate,,
CA1620,Argo Timeline Security,,Technology,Odyssey,Cycle III,Standard,,Structural,,We need to safeguard the Argo against temporal threats,Surviving The Loop,Quantum Propylon,TRUE,Each deviation investigated and catalogued,,Delphian Security Protocols: Save. Gain +1 @ArgoFate when you are about to lose @Crew during the Voyage or Adventure Phase to test Diplomacy (7+).<<NL>>*Success:* Lose this @Crew loss by 1 (to a minimum of 0),,
CA1621,Extinction Protocols,,Technology,Odyssey,Cycle III,Standard,,Structural,,The Last Academy has been listening to the echoes from the Future,"Quantum Propylon, Icebreaker Protocol",—,FALSE,State of the art - in the far future,,"Future Retrofitting: Immediate. Gain +1 @Crew and +1 @Hull. Permanent. Crew Limit: 10, Hull Limit: 7, Time Silo: 6",,
CA1622,Delphian Diplomatic Relations,,Technology,Odyssey,Cycle III,Standard,,Structural,,"If you are to work with the people of Delphi, you need to understand the ideologies that divide them",Ultimate Trading Solutions,Chronopolitics,TRUE,Delphi is like a broken amphora. Put it back together,,Gifts: City Negotiation. Lose 4 Mortal resources and gain +1 @ArgoFate to gain +1 Diplomacy with the Local Faction,,
CA1623,Chronopolitics,,Technology,Odyssey,Cycle III,Standard,,Structural,,Stop the war by preventing it from starting in the first place,"Delphian Diplomatic Relations, At War, lose -1 Titan, gain +1 Doom",—,TRUE,This type of tampering is extremely dangerous,,Lasting Peace: Immediately. Choose 1 Faction you are At War with and immediately set your Diplomacy with this Faction to '-6'. This ability ignores the normal restrictions of the At War Diplomacy Threshold,,
CA1624,Delphian Investigations,,Technology,Odyssey,Cycle III,Standard,,Structural,,Scouts are sent to all corners - and times - of Delphi,Argo Works III,Intelligence Gathering,TRUE,You begin to piece together a temporal topography of Delphi,,"Delphian Scout Reports: Permanent. After you roll on the Adventure Hubs Table, you may choose to resolve an Adventure from the hub you rolled or the one in the row directly below",,
CA1625,Ultimate Trading Solutions,,Technology,Odyssey,Cycle III,Standard,,Structural,,"Delphi is rich in resources, we need to establish trade with its powers",Argo Works III,Delphian Diplomatic Relations,TRUE,,,City Trading: City Negotation. {Trading}.; Nubian Contacts: Immediate. Add the [Nubian Traders|CB1677] Exploration card to the Exploration deck,,
CA1626,Intelligence Gathering,,Technology,Odyssey,Cycle III,Standard,,Structural,,You're on the verge of establishing a time-spanning network of agents,"Delphian Investigations, 30+ explored tiles","Moirai Operation, Delphi Peoples' Support",TRUE,It seems your agents were always there. Or are they leftovers from a previous loop?,,Time-spanning Intelligence Network: Immediate. Add the [Spy Network|CB1650] Exploration card to the Exploration deck,,
CA1627,Delphi Peoples' Support,,Technology,Odyssey,Cycle III,Standard,,Structural,,The peoples of Delphi want to break free from this time prison just as much as you do,"Intelligence Gathering, 45+ explored tiles",—,TRUE,The people of Delphi have a long history of rebellion against fanaticism,,Chronoagents: Gain +1 @ArgoFate when the _Argo_ is on an explored tile with the @Progress symbol to test Diplomacy (7+).<<NL>>*Success:* Gain +1 @Progress,,
CA1628,Advanced Titan Breeding,,Technology,Odyssey,Cycle III,Standard,,Structural,,The antikratos philosophers are ready to expand their Titan work,Titanoaristia / Titan Stoa,Titan Genetic Memory,FALSE,Your time in Sparta has left you with a few scars and a mission,,"Spartan Strains Breeding: Lose 1 Dreamwalker Titan to note a _Firestarter, Warkeeper,_ or _Abysswatcher_ Event on the Timeline, 10 days from now. When you resolve this event, gain one Titan of the corresponding class. You cannot use this ability again until you resolve the event.; Accelerated Spartan Breeding: You may gain +1 @ArgoFate to use Spartan Strains Breeding with Cooldown: 12 days. If you do, write the chosen Breeding event 5 days from now instead",,
CA1629,Titan Care,,Technology,Odyssey,Cycle III,Standard,,Structural,,A new home for your Titans,Titan Genetic Memory,—,FALSE,The Argostoa will allow the Titans to roam free,,Titan Triage: Save. Gain +1 @ArgoFate when you are about to lose a Titan in the Voyage or Adventure Phase to test Diplomacy (7+).<<NL>>*Success:* Ignore this losee,,
CA1630,Titan Genetic Memory,,Technology,Odyssey,Cycle III,Standard,,Structural,,There is knowledge hidden in the Titans' blood,Advanced Titan Breeding,Titan Care,FALSE,"Not quite Argo-bred, yet not fully Gaia-born",,"Gymnasion Expansion: Immediate. Add all Pattern cards you gain in Cycle III to the Gymnasion deck or form the Gymnasion deck if you haven't already: Find all Cycle I and Cycle II Pattern cards and all Pattern cards that you gained in Cycle III (except the ones currently assigned to Titans).; Gain +1 @ArgoFate to note a _Titan's name (Grafting)_ Event on the Timeline, 7 days from now. When you resolve this event, that Titan may gain one of the Pattern (Strain) cards from the Gymnasion deck. You cannot use this ability again until you resolve this event",,
CA1631,Sun Shielding,,Technology,Odyssey,Cycle III,Standard,,Structural,,"The Sun seems to be against us, we need to develop proper shielding",Time Wounds,—,TRUE,Once nobody would are to even think of denying the Sun,,"Sun Save: Save. Lose -1 Frozen Time when you are about to lose @Hull, lose @Crew, or gain @Doom to roll a d10. On 4+, ignore this loss or gain.; Sun Shield: When you draw the [Chekov's Sun|CB1657] Exploration card, gain +1 @ArgoFate and lose -1 Frozen Time to ignore its effect and gain +1 @Hull or +1 @Crew instead",,
CA1632,Quantum Propylon,,Technology,Odyssey,Cycle III,Standard,,Structural,,"An extension to the War Propylon, this will allow us ot react to unforseen threats",Argo Timeline Security,Extinction Protocols,FALSE,Drawing upon adjacent parallel timelines for support,,"Temporal Argo Support: At the start of Battle, choose up to 1 reserve Argo Ability. At the start of any Titan Round, you may remove 1 of the currently prepared Argo Abilities from the Battle and put the reserved Argo Ability into play (with a full amount of charges)",,
CA1633,Awakening Studies,,Technology,Odyssey,Cycle III,Standard,,Structural,,You've mastered the Godforms. Is there a greater power?,Adyton Completion,—,FALSE,Beyond gods,,Argonaos: Permanent. You can Go Beyond (see Cycle III Storybook rules).; Fate-breaking: Lose 1 Priest to make a chosen Argonaut lose the Moirai Mistake Affliction,,
CA1634,Adyton Completion,,Technology,Odyssey,Cycle III,Standard,Secret Deck 07,Structural,,The Nymphs have found a new home,@ArgoFate 46+,Awakening Studies,FALSE,What draws them here?,,Grand Adyton: Permanent. Summon Limit: 3.; Soul-Mending: Lose 1 Priest to make a chosen Argonaut lose the Fractured Affliction,,
DA2160,Argo Academy,Last Academy,Technology,Odyssey,Cycle IV,Tarot,,Structural,Core,"Now you know the truth of the gods. It is your duty to pass it on, so no generation of mortals finds themselves in divine shackles again",—,Law Mora,FALSE,"Here the philosophers and academicians conduct their research, poring over dusty tomes and phos scripture",,"Forgotten Knowledge: Reference. When you start a new Cycle IV campaign, take all of the Combat and Structural Technology cards you have researched and remove all that have a ""Cycle III only"" tag. You won't need them in Cycle IV. Note that you will also have very limited use of Cycle III Production Facilities, so you may remove these cards too. Permanent. Crew Limit: 6, Hull Limit: 5. (You cannot gain @Crew or @Hull if they would exceed this limit.)",,
DA2161,Argo's Curse,Bridge Tholos,Technology,Odyssey,Cycle IV,Tarot,,Structural,Core,"And the voice cursed us to wander the sands like doomed Odysseus, and never find our way home. To that we say ""No"".",—,—,TRUE,From here the Argonauts challenge the Dead Gods' curse and steer the mighty Argo toward the looming Tower,,Visiting Traders: Trading,,
DA2187,Mortal Mapmakers,Tower of Folly,Technology,Odyssey,Cycle IV,Tarot,,Structural,Core,We have broken the wheel that was said to be unbreakable. Now we must chart a course through seas unknown,—,—,TRUE,"The remnants of the final battle in Delphi found their way onboard, and the curse of Persia stacked them, like a staircase to nowhere",,"Tower of Folly: The Exploration Deck has several cards showing your efforts to strip the accursed towering carcass of its paracausal power. These cards award you with Pitiless Divine resources. If you are on Story 2A or further, during the Advancement Phase, you may trade these resources for Cursed Derelict resources (any number of times):<<NL>>1 Blackened Halo <<>> 1 Cursed Derelict<<NL>>1 Burned-out Grace <<>> 1 Cursed Derelict",,
DA2197,Argo Wonders,Grand Agora,Technology,Odyssey,Cycle IV,Tarot,,Structural,Core,"Though busted and beaten, the Argo still has wonders to share: not of magic, but of dedicated hard work",—,Curse Exchange,TRUE,"To stand a chance against the Primordials, the smiths and priests of the Argo work tirelessly on new types of gear and new engineering solutions",,"Worthless Power: Reference. When instructed to apply Ascendency rules, all Gear cards with a Power Level lower than IV (and without the Ascended keyword) incur the following penalties for the remainder of the Cycle:<<NL>>(Weapons only) When you attack with this weapon, you cannot use any tokens from the Kratos Pool or place any tokens in the Kratos Pool.<<NL>>You do not benefit from {Power Re-roll X}.<<NL>>Increase all @Fate cost on the card by 3.<<NL>>(Armor and Shield only) -1 @Potential on Armor Roll<<NL>>-1 Evasion re-roll @EvasionReroll (to a minimum of 0)<<NL>>-1 Evasion bonus @Evasion (to a minimum of 0)",,
DA2198,Titanosyntrofia,Titan Stoa,Technology,Odyssey,Cycle IV,Tarot,,Structural,Core,"With the Balaneoin ruined, the Cryptex tekne remains our sole way to interact with the Titans. We need to teach them the value of mortal life",—,Superior Titan Breeding,FALSE,"Prolonged Cryptex use causes mild visual and auditory hallucinations. The Argonauts call it ""dreamwalking"".",,"Titanoaristia: Immediate. Resolve _Inwards Odyssey 40: Song of Life_ Adventure (if you haven't already). Reference. Each time a Titan dies in Battle, other Titans may gain +1 @Rage. In addition, when a Titan survives an Obol Draw, they may gain +1 @Rage (as noted on the new _You Live!_ Obol cards.; Titanomorphosis: Reference. Unliked Fused Titans, Titans created through Titan Breeding don't require a Primordial Core, unless it is specifically stated.; Titan Stoa Capacity III: Permanent. Titan Limit: 20",,
DA2199,Law Mora,,Technology,Odyssey,Cycle IV,Standard,,Structural,,The Empire's bureaucratic threat must not be underestimated,Argo Academy,"Curse Economy Basics, Persian Investigations, Sustainable Oasis",TRUE,Our negotiators have been thoroughly briefed on local trade customs,,Creative Accounting: Save. Gain +1 @ArgoFate when you are about to gain @BabelianDebt during the Voyage or Adventure Phase to test Diplomcay (7+).<<NL>>*Success:* Lower this gain @BabelianDebt gain by 1 (to a minimum of 0),,
DA2200,Curse Economy Basics,,Technology,Odyssey,Cycle IV,Standard,,Structural,,"How can an Empire that runs on deficits and curses function, let alone grow?",Law Mora,"True Value of Life, Archeohistorians",TRUE,"There are procedures here for every circumstance, even getting cursed",,Curse Traders: City Negotiation. Lose -2 @BabelianDebt to add a random Cursed Trait to the next Battle.; Recovery Procedure: Lose -2 Priests to make one Argonaut lose any Curse Affliction,,
